city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,population_proper,density,source,incorporated,timezone,zips,id
Brighton,CO,Colorado,8001,Adams,39.9719,-104.7958,38314,38314,710,polygon,TRUE,America/Denver,80603 80601,1840018784
Carpentersville,IL,Illinois,17089,Kane,42.1227,-88.2894,38291,38291,1872,polygon,TRUE,America/Chicago,60110,1840010149
Martinez,CA,California,6013,Contra Costa,37.9985,-122.116,38259,38259,1169,polygon,TRUE,America/Los_Angeles,94553,1840020278
Indian Trail,NC,North Carolina,37179,Union,35.0697,-80.646,38222,38222,677,polygon,TRUE,America/New_York,28104 28110 28079,1840016453
Rock Island,IL,Illinois,17161,Rock Island,41.4699,-90.5827,38210,38210,875,polygon,TRUE,America/Chicago,61201 61204 61299,1840009233
Oswego,NY,New York,36075,Oswego,43.4516,-76.5005,38208,17599,892,polygon,TRUE,America/New_York,13126,1840000348
Roy,UT,Utah,49057,Weber,41.1716,-112.0479,38201,38201,1881,polygon,TRUE,America/Denver,84067,1840020132
Plant City,FL,Florida,12057,Hillsborough,28.0145,-82.1202,38200,38200,542,polygon,TRUE,America/New_York,33563 33565 33566 33564,1840015115
London,KY,Kentucky,21125,Laurel,37.1209,-84.0804,38130,8157,301,polygon,TRUE,America/New_York,40744 40741 40742 40745,1840015258
Lynnwood,WA,Washington,53061,Snohomish,47.8285,-122.3034,38092,38092,1873,polygon,TRUE,America/Los_Angeles,98037 98036 98046,1840019788
Hanover Park,IL,Illinois,17043,DuPage,41.9819,-88.1447,38044,38044,2320,polygon,TRUE,America/Chicago,60133,1840011251
Huber Heights,OH,Ohio,39113,Montgomery,39.8595,-84.113,38019,38019,659,polygon,TRUE,America/New_York,45424,1840003782
Brookfield,WI,Wisconsin,55133,Waukesha,43.064,-88.1231,38016,38016,538,polygon,TRUE,America/Chicago,53005 53045 53008,1840003012
Royal Palm Beach,FL,Florida,12099,Palm Beach,26.7046,-80.2246,38006,38006,1317,polygon,TRUE,America/New_York,33411,1840018309
Newnan,GA,Georgia,13077,Coweta,33.3763,-84.7758,37912,37912,767,polygon,TRUE,America/New_York,30263 30265 30264 30271,1840014833
Mount Pleasant,MI,Michigan,26073,Isabella,43.5966,-84.7758,37877,26313,1312,polygon,TRUE,America/Detroit,48858 48804 48859,1840002663
Columbia,TN,Tennessee,47119,Maury,35.6223,-87.048,37845,37540,455,polygon,TRUE,America/Chicago,38401 38402,1840014518
Lake Worth,FL,Florida,12099,Palm Beach,26.6195,-80.0592,37812,37812,2484,polygon,TRUE,America/New_York,33461 33460 33454 33464 33465 33466,1840015127
Aventura,FL,Florida,12086,Miami-Dade,25.9566,-80.1371,37724,37724,5507,polygon,TRUE,America/New_York,33160 33180,1840014243
Valley Stream,NY,New York,36059,Nassau,40.6647,-73.7044,37673,37673,4180,polygon,TRUE,America/New_York,11580 11581 11582,1840005331
Los Banos,CA,California,6047,Merced,37.0631,-120.8405,37584,37643,1454,polygon,TRUE,America/Los_Angeles,93635,1840020312
Fort Lee,NJ,New Jersey,34003,Bergen,40.8507,-73.9711,37577,37577,5721,polygon,TRUE,America/New_York,7024,1840003552
Park Ridge,IL,Illinois,17031,Cook,42.0125,-87.8436,37496,37496,2042,polygon,TRUE,America/Chicago,60068,1840009183
Albertville,AL,Alabama,1095,Marshall,34.2631,-86.2106,37451,21525,313,polygon,TRUE,America/Chicago,35951 35950,1840013599
Reynoldsburg,OH,Ohio,39049,Franklin,39.9588,-82.7943,37449,37449,1300,polygon,TRUE,America/New_York,43068 43069,1840009473
Wentzville,MO,Missouri,29183,St. Charles,38.8165,-90.8671,37395,37395,726,polygon,TRUE,America/Chicago,63385 63346,1840010717
Issaquah,WA,Washington,53033,King,47.5414,-122.0436,37322,37322,1263,polygon,TRUE,America/Los_Angeles,98029 98027,1840018422
Westfield,IN,Indiana,18057,Hamilton,40.0314,-86.1539,37221,37221,493,polygon,TRUE,America/Indiana/Indianapolis,46033 46074,1840010500
Phenix City,AL,Alabama,1113,Russell,32.4586,-85.025,37132,37132,513,polygon,TRUE,America/Chicago,36869 36867 36868,1840006012
Monrovia,CA,California,6037,Los Angeles,34.165,-117.9921,37126,37126,1053,polygon,TRUE,America/Los_Angeles,91016 91017 91185,1840020498
Rosenberg,TX,Texas,48157,Fort Bend,29.5402,-95.8158,36937,36937,545,polygon,TRUE,America/Chicago,77471 77469,1840020948
Addison,IL,Illinois,17043,DuPage,41.9314,-88.0086,36902,36902,1456,polygon,TRUE,America/Chicago,60101,1840010171
Greenfield,WI,Wisconsin,55079,Milwaukee,42.9619,-88.005,36858,36858,1235,polygon,TRUE,America/Chicago,53221 53220 53228,1840003039
Menomonee Falls,WI,Wisconsin,55133,Waukesha,43.1487,-88.1227,36769,36769,431,polygon,TRUE,America/Chicago,53051 53052,1840003020
Calumet City,IL,Illinois,17031,Cook,41.6133,-87.5502,36732,36732,1975,polygon,TRUE,America/Chicago,60409,1840007023
Lincoln Park,MI,Michigan,26163,Wayne,42.2433,-83.181,36720,36720,2414,polygon,TRUE,America/Detroit,48146,1840003984
Olive Branch,MS,Mississippi,28033,DeSoto,34.9608,-89.8478,36699,36699,385,polygon,TRUE,America/Chicago,38654,1840014641
West Hollywood,CA,California,6037,Los Angeles,34.0883,-118.3718,36698,36698,7507,polygon,TRUE,America/Los_Angeles,90069 90046 90048,1840028098
New Albany,IN,Indiana,18043,Floyd,38.3078,-85.8242,36670,36670,947,polygon,TRUE,America/Kentucky/Louisville,47150 47151,1840008662
San Juan,TX,Texas,48215,Hidalgo,26.1902,-98.1522,36663,36663,1236,polygon,TRUE,America/Chicago,78589,1840022256
Moses Lake,WA,Washington,53025,Grant,47.1276,-119.2762,36662,22641,487,polygon,TRUE,America/Los_Angeles,98837,1840019817
Saint Marys,GA,Georgia,13039,Camden,30.7567,-81.5722,36587,18088,308,polygon,TRUE,America/New_York,31558,1840015888
Portsmouth,OH,Ohio,39145,Scioto,38.7539,-82.9446,36584,20422,734,polygon,TRUE,America/New_York,45662,1840001646
Mooresville,NC,North Carolina,37097,Iredell,35.5842,-80.8246,36543,36543,653,polygon,TRUE,America/New_York,28115 28117,1840016215
Portage,IN,Indiana,18127,Porter,41.5866,-87.1792,36505,36505,552,polygon,TRUE,America/Chicago,46368,1840009264
Moorpark,CA,California,6111,Ventura,34.2855,-118.877,36481,36481,1119,polygon,TRUE,America/Los_Angeles,93021 93020,1840020472
Gillette,WY,Wyoming,56005,Campbell,44.2793,-105.5013,36446,32398,600,polygon,TRUE,America/Denver,82718 82716 82717,1840019978
Crestview,FL,Florida,12091,Okaloosa,30.748,-86.5784,36433,23567,567,polygon,TRUE,America/Chicago,32536 32539,1840015007
Dunedin,FL,Florida,12103,Pinellas,28.0328,-82.7865,36381,36381,1351,polygon,TRUE,America/New_York,34698 34697,1840014144
Temple City,CA,California,6037,Los Angeles,34.1022,-118.0579,36365,36365,3505,polygon,TRUE,America/Los_Angeles,91780,1840021872
Kalispell,MT,Montana,30029,Flathead,48.2155,-114.3262,36304,22761,742,polygon,TRUE,America/Denver,59901 59904,1840018350
Oregon City,OR,Oregon,41005,Clackamas,45.3418,-122.5938,36286,36286,1450,polygon,TRUE,America/Los_Angeles,97045,1840019954
San Juan Capistrano,CA,California,6059,Orange,33.5009,-117.6544,36276,36276,983,polygon,TRUE,America/Los_Angeles,92675 92693,1840021963
La Grange,GA,Georgia,13285,Troup,33.0276,-85.0383,36270,30771,283,polygon,TRUE,America/New_York,30240 30241,1840029147
Cleburne,TX,Texas,48251,Johnson,32.3585,-97.4172,36185,30223,321,polygon,TRUE,America/Chicago,76058 76031 76033,1840019464
Franklin,WI,Wisconsin,55079,Milwaukee,42.8854,-88.0104,36131,36131,403,polygon,TRUE,America/Chicago,53132,1840003043
Shawnee,OK,Oklahoma,40125,Pottawatomie,35.3524,-96.9647,36100,31465,275,polygon,TRUE,America/Chicago,74804 74801 74802,1840021785
Claremont,CA,California,6037,Los Angeles,34.1259,-117.7153,36059,36059,1042,polygon,TRUE,America/Los_Angeles,91711,1840019216
Wildomar,CA,California,6065,Riverside,33.6173,-117.2582,36042,36042,587,polygon,TRUE,America/Los_Angeles,92595,1840022902
Cottage Grove,MN,Minnesota,27163,Washington,44.8161,-92.9274,36029,36029,413,polygon,TRUE,America/Chicago,55016 55033,1840006735
Richfield,MN,Minnesota,27053,Hennepin,44.8762,-93.2826,35949,35949,2026,polygon,TRUE,America/Chicago,55423,1840008930
Cedar City,UT,Utah,49021,Iron,37.6834,-113.0957,35921,31223,336,polygon,TRUE,America/Denver,84720 84721,1840018895
Oak Creek,WI,Wisconsin,55079,Milwaukee,42.8803,-87.9008,35881,35881,486,polygon,TRUE,America/Chicago,53154,1840003047
Bell,CA,California,6037,Los Angeles,33.9801,-118.1798,35864,35864,5537,polygon,TRUE,America/Los_Angeles,90201 90096,1840019228
Owasso,OK,Oklahoma,40143,Tulsa,36.2884,-95.8312,35784,35784,833,polygon,TRUE,America/Chicago,74055,1840020385
Benton,AR,Arkansas,5125,Saline,34.5769,-92.5716,35775,35775,621,polygon,TRUE,America/Chicago,72019 72015 72018 72158,1840013572
Wildwood,MO,Missouri,29189,St. Louis,38.5798,-90.6697,35756,35756,207,polygon,TRUE,America/Chicago,63025 63021 63011 63040 63038 63069 63005,1840010746
Manhattan Beach,CA,California,6037,Los Angeles,33.8895,-118.3972,35741,35741,3504,polygon,TRUE,America/Los_Angeles,90266 90267,1840020496
Gallatin,TN,Tennessee,47165,Sumner,36.3783,-86.4697,35734,35734,436,polygon,TRUE,America/Chicago,37066,1840013295
Bettendorf,IA,Iowa,19163,Scott,41.5656,-90.4764,35727,35727,647,polygon,TRUE,America/Chicago,52722 52767,1840007079
Roseville,MN,Minnesota,27123,Ramsey,45.0155,-93.1544,35691,35691,1059,polygon,TRUE,America/Chicago,55113,1840008939
Prattville,AL,Alabama,1001,Autauga,32.4602,-86.4595,35606,35606,411,polygon,TRUE,America/Chicago,36066 36067 36008 36068,1840004086
Winter Springs,FL,Florida,12117,Seminole,28.689,-81.2708,35599,35599,937,polygon,TRUE,America/New_York,32708 32719,1840015959
Nacogdoches,TX,Texas,48347,Nacogdoches,31.6131,-94.6527,35525,33932,478,polygon,TRUE,America/Chicago,75962 75961 75964 75965 75963,1840020820
Queen Creek,AZ,Arizona,4013,Maricopa,33.2392,-111.6397,35524,35524,483,polygon,TRUE,America/Phoenix,85142,1840021944
East Point,GA,Georgia,13121,Fulton,33.6696,-84.47,35471,35471,931,polygon,TRUE,America/New_York,30344 30349 30364,1840013661
Cooper City,FL,Florida,12011,Broward,26.0465,-80.2866,35405,35405,1695,polygon,TRUE,America/New_York,33328 33024 33330 33026,1840015133
Herriman,UT,Utah,49035,Salt Lake,40.489,-112.0153,35385,35385,656,polygon,TRUE,America/Denver,84096,1840020155
Georgetown,KY,Kentucky,21209,Scott,38.2253,-84.5481,35353,33440,779,polygon,TRUE,America/New_York,40324,1840013197
Forney,TX,Texas,48257,Kaufman,32.7453,-96.4496,35281,19122,520,polygon,TRUE,America/Chicago,75126,1840020734
Peachtree City,GA,Georgia,13113,Fayette,33.3943,-84.5711,35186,35186,553,polygon,TRUE,America/New_York,30269 30270 31169,1840014822
Paradise,CA,California,6007,Butte,39.7558,-121.6063,35163,26551,559,polygon,TRUE,America/Los_Angeles,95969 95967,1840022428
Key West,FL,Florida,12087,Monroe,24.5636,-81.7768,35140,26990,1860,polygon,TRUE,America/New_York,33040 33041 33045,1840015161
La Porte,TX,Texas,48201,Harris,29.669,-95.0483,35086,35086,726,polygon,TRUE,America/Chicago,77571 77572,1840020932
Inver Grove Heights,MN,Minnesota,27037,Dakota,44.8246,-93.0596,35077,35077,487,polygon,TRUE,America/Chicago,55077 55076,1840007858
La Vergne,TN,Tennessee,47149,Rutherford,36.021,-86.5574,35071,35071,543,polygon,TRUE,America/Chicago,37086 37089,1840014496
El Mirage,AZ,Arizona,4013,Maricopa,33.5906,-112.3271,35043,35043,1368,polygon,TRUE,America/Phoenix,85335,1840020562
Watertown,MA,Massachusetts,25017,Middlesex,42.37,-71.1775,35025,35025,3386,polygon,TRUE,America/New_York,02472 02471 02477,1840031198
Woodburn,OR,Oregon,41047,Marion,45.1477,-122.8585,35007,25590,1842,polygon,TRUE,America/Los_Angeles,97071,1840021230
Upper Arlington,OH,Ohio,39049,Franklin,40.0271,-83.0703,34997,34997,1382,polygon,TRUE,America/New_York,43220 43221 43212,1840003762
Merrillville,IN,Indiana,18089,Lake,41.4728,-87.3197,34994,34994,406,polygon,TRUE,America/Chicago,46410 46307 46411,1840009261
Farmers Branch,TX,Texas,48113,Dallas,32.9272,-96.8804,34988,34988,1145,polygon,TRUE,America/Chicago,75234 75244,1840020706
Gahanna,OH,Ohio,39049,Franklin,40.0251,-82.8638,34956,34956,1086,polygon,TRUE,America/New_York,43230,1840008390
Hilliard,OH,Ohio,39049,Franklin,40.0348,-83.1547,34905,34905,1021,polygon,TRUE,America/New_York,43026,1840007265
Lockport,NY,New York,36063,Niagara,43.1698,-78.6956,34859,20480,941,polygon,TRUE,America/New_York,14094 14095,1840000370
West Fargo,ND,North Dakota,38017,Cass,46.8565,-96.9048,34858,34858,866,polygon,TRUE,America/Chicago,58078,1840001935
Pleasant Hill,CA,California,6013,Contra Costa,37.954,-122.0759,34853,34853,1901,polygon,TRUE,America/Los_Angeles,94523,1840020283
Monroe,NC,North Carolina,37179,Union,35.0062,-80.5593,34818,34818,451,polygon,TRUE,America/New_York,28110 28112 28111,1840014613
Lauderdale Lakes,FL,Florida,12011,Broward,26.1683,-80.2017,34790,34790,3643,polygon,TRUE,America/New_York,33309 33313 33311 33319,1840015145
Brunswick,OH,Ohio,39103,Medina,41.2464,-81.8198,34756,34756,1038,polygon,TRUE,America/New_York,44212,1840003485
Auburn,CA,California,6061,Placer,38.8948,-121.0778,34734,13963,753,polygon,TRUE,America/Los_Angeles,95603,1840010231
Stow,OH,Ohio,39153,Summit,41.1765,-81.4344,34711,34711,784,polygon,TRUE,America/New_York,44224,1840000803
University City,MO,Missouri,29189,St. Louis,38.6657,-90.3315,34706,34706,2271,polygon,TRUE,America/Chicago,63132 63130,1840010739
Oak Harbor,WA,Washington,53029,Island,48.2965,-122.6331,34689,23204,928,polygon,TRUE,America/Los_Angeles,98277,1840019779
Vestavia Hills,AL,Alabama,1073,Jefferson,33.4516,-86.7443,34688,34688,681,polygon,TRUE,America/Chicago,35216 35242 35243,1840015673
Beverly Hills,CA,California,6037,Los Angeles,34.0786,-118.4021,34687,34687,2346,polygon,TRUE,America/Los_Angeles,90212 90211 90210 90209,1840019231
Russellville,AR,Arkansas,5115,Pope,35.2761,-93.1385,34684,29583,404,polygon,TRUE,America/Chicago,72802 72801 72811 72812,1840014541
Galesburg,IL,Illinois,17095,Knox,40.9506,-90.3763,34620,30960,673,polygon,TRUE,America/Chicago,61401 61402,1840008277
Oswego,IL,Illinois,17093,Kendall,41.6832,-88.3382,34571,34571,859,polygon,TRUE,America/Chicago,60543,1840011508
Leawood,KS,Kansas,20091,Johnson,38.9076,-94.6258,34565,34565,885,polygon,TRUE,America/Chicago,66211 66209 66206 66224,1840001638
Granbury,TX,Texas,48221,Hood,32.448,-97.7681,34544,9755,291,polygon,TRUE,America/Chicago,76048 76049,1840020749
Bridgeton,NJ,New Jersey,34011,Cumberland,39.4284,-75.2284,34536,24997,1561,polygon,TRUE,America/New_York,8302,1840016610
Grass Valley,CA,California,6057,Nevada,39.2236,-121.0549,34508,12934,1052,polygon,TRUE,America/Los_Angeles,95945,1840020225
Norristown,PA,Pennsylvania,42091,Montgomery,40.1224,-75.3399,34370,34370,3770,polygon,TRUE,America/New_York,19401 19404 19415,1840003705
Waxahachie,TX,Texas,48139,Ellis,32.4035,-96.8428,34345,34345,278,polygon,TRUE,America/Chicago,75165 75167 75168,1840022083
Sanford,NC,North Carolina,37105,Lee,35.4822,-79.1773,34339,29128,421,polygon,TRUE,America/New_York,27330 27332 27331,1840015421
San Dimas,CA,California,6037,Los Angeles,34.1082,-117.8089,34338,34338,881,polygon,TRUE,America/Los_Angeles,91773 91768,1840021860
Cottonwood Heights,UT,Utah,49035,Salt Lake,40.6137,-111.8144,34285,34285,1435,polygon,TRUE,America/Denver,84093 84121 84171,1840018746
Riviera Beach,FL,Florida,12099,Palm Beach,26.7814,-80.0741,34244,34244,1552,polygon,TRUE,America/New_York,33407 33404,1840015126
Foster City,CA,California,6081,San Mateo,37.5553,-122.2659,34175,34175,3476,polygon,TRUE,America/Los_Angeles,94404,1840020302
Glendale Heights,IL,Illinois,17043,DuPage,41.9196,-88.0784,34145,34145,2455,polygon,TRUE,America/Chicago,60139,1840011406
Martinsville,VA,Virginia,51690,Martinsville (city),36.6827,-79.8636,34132,13445,473,polygon,TRUE,America/New_York,24112 24113 24114 24115,1840001727
Kearney,NE,Nebraska,31019,Buffalo,40.7008,-99.0839,34065,33520,983,polygon,TRUE,America/Chicago,68847 68845 68849 68848,1840000957
Englewood,CO,Colorado,8005,Arapahoe,39.6469,-104.9942,34050,34050,2006,polygon,TRUE,America/Denver,80113 80110 80150 80151 80155,1840020211
Dana Point,CA,California,6059,Orange,33.4733,-117.6969,34012,34012,2020,polygon,TRUE,America/Los_Angeles,92629 92624,1840019328
Salisbury,NC,North Carolina,37159,Rowan,35.6658,-80.4911,34001,34001,592,polygon,TRUE,America/New_York,28146 28144 28147 28145,1840015384
Chester,PA,Pennsylvania,42045,Delaware,39.8456,-75.3718,33988,33988,2711,polygon,TRUE,America/New_York,19013 19016,1840000690
Sonoma,CA,California,6097,Sonoma,38.2902,-122.4598,33923,11054,1555,polygon,TRUE,America/Los_Angeles,95476,1840021490
Menlo Park,CA,California,6081,San Mateo,37.4689,-122.1662,33888,33888,1338,polygon,TRUE,America/Los_Angeles,94025 94026,1840020305
Franklin,NJ,New Jersey,34037,Sussex,41.1101,-74.5886,33799,4813,425,polygon,TRUE,America/New_York,7416,1840003480
Deer Park,TX,Texas,48201,Harris,29.6897,-95.1151,33782,33782,1247,polygon,TRUE,America/Chicago,77571 77536,1840019621
Fairborn,OH,Ohio,39057,Greene,39.8031,-84.0141,33780,33780,991,polygon,TRUE,America/New_York,45324,1840008440
Arcata,CA,California,6023,Humboldt,40.862,-124.0754,33757,17974,763,polygon,TRUE,America/Los_Angeles,95521 95518,1840009422
Long Beach,NY,New York,36059,Nassau,40.5887,-73.666,33717,33717,5878,polygon,TRUE,America/New_York,11561,1840000988
Kennesaw,GA,Georgia,13067,Cobb,34.0261,-84.6177,33627,33627,1355,polygon,TRUE,America/New_York,30152 30144,1840014756
Laramie,WY,Wyoming,56001,Albany,41.3095,-105.6097,33587,32382,704,polygon,TRUE,America/Denver,82072 82070 82071,1840020096
Clermont,FL,Florida,12069,Lake,28.5403,-81.7296,33549,33549,908,polygon,TRUE,America/New_York,34711 34712 34713,1840015080
Woodridge,IL,Illinois,17043,DuPage,41.7372,-88.041,33476,33476,1352,polygon,TRUE,America/Chicago,60517,1840011411
Fair Lawn,NJ,New Jersey,34003,Bergen,40.9358,-74.1177,33453,33453,2513,polygon,TRUE,America/New_York,7410,1840003548
Northbrook,IL,Illinois,17031,Cook,42.1292,-87.8352,33421,33421,975,polygon,TRUE,America/Chicago,60062 60065 60082,1840011304
Newark,DE,Delaware,10003,New Castle,39.6777,-75.7573,33398,33398,1403,polygon,TRUE,America/New_York,19713 19711 19717 19716 19712 19714 19715 19718 19725 19726,1840005578
Adelanto,CA,California,6071,San Bernardino,34.5868,-117.4411,33391,33391,230,polygon,TRUE,America/Los_Angeles,92301,1840019117
University Place,WA,Washington,53053,Pierce,47.2146,-122.5461,33288,33288,1525,polygon,TRUE,America/Los_Angeles,98466 98467 98464,1840021130
Socorro,TX,Texas,48141,El Paso,31.6385,-106.26,33277,33277,583,polygon,TRUE,America/Denver,79927,1840022136
Fairmont,WV,West Virginia,54049,Marion,39.4768,-80.149,33265,18622,837,polygon,TRUE,America/New_York,26554 26555,1840005732
Mount Juliet,TN,Tennessee,47189,Wilson,36.2004,-86.5122,33263,33263,533,polygon,TRUE,America/Chicago,37122 37121,1840014465
Holly Springs,NC,North Carolina,37183,Wake,35.6544,-78.8392,33260,33260,825,polygon,TRUE,America/New_York,27539 27540,1840016193
Douglasville,GA,Georgia,13097,Douglas,33.7382,-84.7071,33252,33252,571,polygon,TRUE,America/New_York,30134 30135 30122 30133 30154,1840014804
Pullman,WA,Washington,53075,Whitman,46.7327,-117.1634,33204,33282,1300,polygon,TRUE,America/Los_Angeles,99164 99163,1840019864
Tooele,UT,Utah,49045,Tooele,40.5394,-112.3082,33178,33762,541,polygon,TRUE,America/Denver,84074,1840021356
Lawndale,CA,California,6037,Los Angeles,33.8884,-118.3531,33145,33145,6482,polygon,TRUE,America/Los_Angeles,90260,1840020517
Valparaiso,IN,Indiana,18127,Porter,41.4796,-87.0528,33104,33104,816,polygon,TRUE,America/Chicago,46383 46385 46384,1840014674
Calhoun,GA,Georgia,13129,Gordon,34.4925,-84.9394,33092,16445,425,polygon,TRUE,America/New_York,30701 30703,1840013596
Lebanon,TN,Tennessee,47189,Wilson,36.2038,-86.3467,33068,31317,314,polygon,TRUE,America/Chicago,37087 37090 37088,1840014466
Springville,UT,Utah,49049,Utah,40.1638,-111.6206,33044,33044,889,polygon,TRUE,America/Denver,84660 84663,1840021399
Pekin,IL,Illinois,17179,Tazewell,40.5677,-89.6264,33038,33038,857,polygon,TRUE,America/Chicago,61554 61555 61558,1840009402
Mason,OH,Ohio,39165,Warren,39.3563,-84.3034,33037,33037,684,polygon,TRUE,America/New_York,45040,1840008467
Midvale,UT,Utah,49035,Salt Lake,40.6148,-111.8928,33035,33035,2157,polygon,TRUE,America/Denver,84047,1840020158
Goshen,IN,Indiana,18039,Elkhart,41.5741,-85.8304,33034,33034,765,polygon,TRUE,America/Indiana/Indianapolis,46528 46526 46527,1840013733
Carlsbad,NM,New Mexico,35015,Eddy,32.4064,-104.2385,33008,28914,386,polygon,TRUE,America/Denver,88220 88221,1840019444
North Ridgeville,OH,Ohio,39093,Lorain,41.3851,-82.0194,32983,32983,543,polygon,TRUE,America/New_York,44039,1840000645
Alabaster,AL,Alabama,1117,Shelby,33.2197,-86.8233,32948,32948,511,polygon,TRUE,America/Chicago,35114 35007 35137 35144,1840013756
Elk Grove Village,IL,Illinois,17031,Cook,42.0061,-87.9929,32931,32931,1111,polygon,TRUE,America/Chicago,60007 60009,1840011271
Sun Prairie,WI,Wisconsin,55025,Dane,43.1829,-89.2353,32820,32820,1053,polygon,TRUE,America/Chicago,53590 53596,1840002902
Copperas Cove,TX,Texas,48099,Coryell,31.118,-97.9135,32808,32808,716,polygon,TRUE,America/Chicago,76522,1840019538
Alamogordo,NM,New Mexico,35035,Otero,32.8834,-105.9627,32782,31283,563,polygon,TRUE,America/Denver,88310,1840019403
Hopkinsville,KY,Kentucky,21047,Christian,36.8388,-87.4789,32733,31811,394,polygon,TRUE,America/Chicago,42240 42241,1840014399
Saint Charles,IL,Illinois,17089,Kane,41.9192,-88.3111,32717,32717,859,polygon,TRUE,America/Chicago,60175 60174,1840009190
Eastpointe,MI,Michigan,26099,Macomb,42.4657,-82.946,32673,32673,2452,polygon,TRUE,America/Detroit,48021,1840002420
Warsaw,IN,Indiana,18085,Kosciusko,41.2443,-85.8479,32622,14662,466,polygon,TRUE,America/Indiana/Indianapolis,46582 46580 46581,1840010277
Spring Valley,NY,New York,36087,Rockland,41.115,-74.0486,32603,32603,6256,polygon,TRUE,America/New_York,10952 10977,1840004986
Middletown,DE,Delaware,10003,New Castle,39.4451,-75.7165,32540,20876,684,polygon,TRUE,America/New_York,19709,1840005581
Andover,MN,Minnesota,27003,Anoka,45.2571,-93.3264,32461,32461,369,polygon,TRUE,America/Chicago,55304,1840006716
Florence,KY,Kentucky,21015,Boone,38.9893,-84.6469,32460,32460,1210,polygon,TRUE,America/New_York,41042 41022,1840013161
Starkville,MS,Mississippi,28105,Oktibbeha,33.4608,-88.8297,32441,25570,386,polygon,TRUE,America/Chicago,39759 39762,1840015713
La Verne,CA,California,6037,Los Angeles,34.1208,-117.7702,32389,32389,1483,polygon,TRUE,America/Los_Angeles,91750,1840020514
Columbus,MS,Mississippi,28087,Lowndes,33.5086,-88.4134,32386,24561,429,polygon,TRUE,America/Chicago,39702 39701 39705 39703 39704 39710,1840014807
Ridgecrest,CA,California,6029,Kern,35.631,-117.6619,32377,28701,533,polygon,TRUE,America/Los_Angeles,93555 93556,1840020417
Bowling Green,OH,Ohio,39173,Wood,41.3772,-83.65,32335,31588,962,polygon,TRUE,America/New_York,43402 43403,1840000621
Westlake,OH,Ohio,39035,Cuyahoga,41.4524,-81.9295,32293,32293,782,polygon,TRUE,America/New_York,44145,1840003420
College Park,MD,Maryland,24033,Prince George's,38.9964,-76.9337,32275,32275,2212,polygon,TRUE,America/New_York,20742 20740 20741,1840005971
Massillon,OH,Ohio,39151,Stark,40.784,-81.5256,32258,32258,656,polygon,TRUE,America/New_York,44647 44646 44648,1840000965
Estero,FL,Florida,12071,Lee,26.4275,-81.7952,32140,32140,506,polygon,TRUE,America/New_York,33967 34135 33928 33929,1840013129
Rome,NY,New York,36065,Oneida,43.2259,-75.491,32128,32415,167,polygon,TRUE,America/New_York,13441 13440 13308 13442 13449,1840000349
Greenville,MS,Mississippi,28151,Washington,33.385,-91.0514,32089,31517,452,polygon,TRUE,America/Chicago,38701 38703,1840013759
Coos Bay,OR,Oregon,41011,Coos,43.3789,-124.233,32024,16292,593,polygon,TRUE,America/Los_Angeles,97459 97420,1840018653
Chillicothe,OH,Ohio,39141,Ross,39.3393,-82.9937,32004,21725,804,polygon,TRUE,America/New_York,45601,1840007369
Alliance,OH,Ohio,39151,Stark,40.9107,-81.1189,31917,21900,939,polygon,TRUE,America/New_York,44601,1840000962
Bethel Park,PA,Pennsylvania,42003,Allegheny,40.3239,-80.0364,31911,31911,1055,polygon,TRUE,America/New_York,15102 15234,1840001206
Petersburg,VA,Virginia,51730,Petersburg (city),37.2042,-77.3914,31882,31882,536,polygon,TRUE,America/New_York,23803 23805 23804,1840003861
Foley,AL,Alabama,1003,Baldwin,30.3994,-87.6645,31880,17607,217,polygon,TRUE,America/Chicago,36535 36530 36536,1840002084
Garfield,NJ,New Jersey,34003,Bergen,40.8791,-74.1083,31876,31876,5855,polygon,TRUE,America/New_York,7026,1840003554
Post Falls,ID,Idaho,16055,Kootenai,47.7202,-116.9396,31865,31865,857,polygon,TRUE,America/Los_Angeles,83854 83877,1840019811
Milledgeville,GA,Georgia,13009,Baldwin,33.0874,-83.2414,31856,18933,359,polygon,TRUE,America/New_York,31062 31061,1840014857
North Olmsted,OH,Ohio,39035,Cuyahoga,41.415,-81.919,31817,31817,1052,polygon,TRUE,America/New_York,44070,1840003400
Oxford,MS,Mississippi,28071,Lafayette,34.3613,-89.5289,31728,23290,567,polygon,TRUE,America/Chicago,38655,1840014688
Lake Stevens,WA,Washington,53061,Snohomish,48.0028,-122.0964,31679,31679,1378,polygon,TRUE,America/Los_Angeles,98258 98205,1840019794
Orangeburg,SC,South Carolina,45075,Orangeburg,33.4928,-80.8671,31666,13196,565,polygon,TRUE,America/New_York,29118 29117 29115 29116,1840014812
DeLand,FL,Florida,12127,Volusia,29.0225,-81.2872,31569,31569,658,polygon,TRUE,America/New_York,32724 32720 32723,1840015071
Laguna Hills,CA,California,6059,Orange,33.592,-117.6992,31509,31509,1842,polygon,TRUE,America/Los_Angeles,92653,1840020588
Parkland,FL,Florida,12011,Broward,26.319,-80.2489,31507,31507,993,polygon,TRUE,America/New_York,33076 33067,1840015140
Matthews,NC,North Carolina,37119,Mecklenburg,35.1196,-80.7101,31495,31495,710,polygon,TRUE,America/New_York,28105 28106,1840016350
